source_type,file,html_length,button_count,card_count,section_count,nav_count,form_count,image_count,link_count,heading_count,has_hero,has_pricing,has_testimonials,has_faq,has_contact,has_services,has_portfolio,color_count,top_colors,font_size_count,radius_count,shadow_count,padding_count,margin_count,design_profile
html,html_6143.html,2490,0,0,0,1,0,1,4,2,0,0,0,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_11033.html,1991,0,0,1,1,0,3,7,0,0,0,0,1,1,1,0,0,,0,0,0,0,0,form-focused
html,html_7421.html,1768,0,0,0,1,0,1,10,3,0,0,0,0,1,0,0,0,,0,0,0,0,0,form-focused
html,html_12567.html,2463,1,0,0,1,0,0,3,1,0,0,0,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_5760.html,1678,0,0,1,2,0,2,6,1,1,0,0,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_3568.html,1684,0,0,2,1,0,0,2,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_1343.html,1586,1,0,1,0,1,0,0,4,0,0,0,0,1,0,0,0,,0,0,0,0,0,form-focused
html,html_170.html,1083,0,0,3,1,0,1,0,3,0,0,0,0,0,0,1,0,,0,0,0,0,0,image-rich-gallery
html,html_13289.html,1965,0,0,0,0,0,1,3,3,0,0,0,0,1,0,0,0,,0,0,0,0,0,form-focused
html,html_8604.html,1413,0,0,0,1,0,2,4,3,0,0,0,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_12980.html,1422,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_3012.html,1619,0,0,0,1,0,0,4,1,0,1,0,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_4189.html,1862,0,0,4,1,0,1,4,4,0,0,0,0,1,1,1,0,,0,0,0,0,0,form-focused
html,html_12498.html,1201,1,0,0,1,0,0,4,1,0,0,0,0,1,0,0,0,,0,0,0,0,0,form-focused
html,html_10755.html,1634,0,0,0,0,0,0,5,3,0,0,0,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_3049.html,1391,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,,0,0,0,0,0,form-focused
html,html_11414.html,841,1,0,2,1,1,0,0,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,form-focused
html,html_9157.html,1640,2,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,,0,0,0,0,0,form-focused
html,html_4723.html,1887,1,0,2,0,0,2,0,5,0,0,1,0,0,0,1,0,,0,0,0,0,0,image-rich-gallery
html,html_4933.html,2071,0,0,0,1,0,2,6,1,1,0,0,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_12558.html,1939,0,0,1,1,0,1,0,4,0,1,0,1,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_13556.html,1619,1,0,2,1,0,1,6,1,0,1,0,0,0,1,0,0,,0,0,0,0,0,card-heavy-modern
html,html_841.html,1631,0,0,1,1,0,0,4,2,0,0,0,0,1,0,0,0,,0,0,0,0,0,form-focused
html,html_10005.html,1842,0,0,3,1,0,1,6,3,0,0,0,0,0,1,0,0,,0,0,0,0,0,card-heavy-modern
html,html_7028.html,1348,0,0,0,1,0,1,4,1,0,0,0,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_6510.html,1394,0,0,0,1,0,0,0,3,0,0,1,0,1,0,0,0,,0,0,0,0,0,form-focused
html,html_109.html,2450,1,0,3,1,0,0,3,4,0,0,1,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_3847.html,1642,0,0,1,1,0,1,3,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_11068.html,2377,0,0,0,1,0,0,4,5,0,0,0,0,1,0,0,0,,0,0,0,0,0,form-focused
html,html_9269.html,1728,2,0,2,1,0,1,4,2,0,0,0,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_10038.html,1742,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_4131.html,1352,0,0,3,1,0,1,3,3,0,0,1,0,0,1,0,0,,0,0,0,0,0,card-heavy-modern
html,html_7743.html,1522,0,0,1,0,0,1,5,3,0,0,0,0,0,1,0,0,,0,0,0,0,0,card-heavy-modern
html,html_11713.html,952,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,0,0,0,0,0,card-heavy-modern
html,html_3999.html,1838,0,0,1,1,0,6,4,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_5019.html,2114,0,0,3,1,0,0,3,3,0,1,1,0,0,0,0,1,#fea,0,0,0,0,0,card-heavy-modern
html,html_5204.html,913,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_14121.html,1662,1,0,1,0,0,3,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_13553.html,1359,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_7377.html,1234,0,0,1,1,0,1,4,1,0,0,0,0,1,0,0,0,,0,0,0,0,0,form-focused
html,html_955.html,1584,0,0,0,1,0,1,4,1,0,0,0,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_14100.html,2115,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_4951.html,1112,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,form-focused
html,html_12540.html,2600,0,0,1,1,0,0,6,1,0,0,0,0,1,0,0,0,,0,0,0,0,0,form-focused
html,html_5158.html,1410,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_4245.html,2368,1,0,4,1,0,0,3,5,1,0,0,0,0,1,0,0,,0,0,0,0,0,card-heavy-modern
html,html_2052.html,1607,0,0,0,1,0,2,4,1,0,0,0,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_963.html,1272,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_6971.html,1677,1,0,1,1,0,1,4,1,0,0,0,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_5139.html,809,0,0,0,1,0,0,4,1,0,0,0,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_1263.html,1048,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_7227.html,1158,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_11124.html,2037,0,0,0,1,0,0,3,1,0,0,0,0,1,0,0,0,,0,0,0,0,0,form-focused
html,html_2582.html,1984,1,0,0,1,1,1,4,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,form-focused
html,html_2830.html,2391,0,0,0,1,0,1,3,2,0,0,0,0,1,0,1,0,,0,0,0,0,0,form-focused
html,html_3386.html,1492,1,0,1,1,0,0,0,2,0,0,0,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_10379.html,2002,0,0,2,1,0,1,7,2,0,0,0,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_1139.html,1986,1,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,form-focused
html,html_3757.html,1074,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_6419.html,2016,1,0,1,1,0,2,4,1,0,0,0,0,1,0,0,0,,0,0,0,0,0,form-focused
html,html_5373.html,1673,0,0,1,0,0,0,0,7,0,0,1,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_13536.html,2207,1,0,0,1,0,3,2,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_1504.html,2084,0,0,1,0,0,4,6,5,1,0,0,0,0,1,0,0,,0,0,0,0,0,card-heavy-modern
html,html_9486.html,2088,0,0,2,1,0,4,4,2,1,0,0,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_6081.html,2134,1,0,1,1,0,2,4,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_12561.html,1666,0,0,2,0,0,2,0,5,0,0,1,0,0,1,0,0,,0,0,0,0,0,card-heavy-modern
html,html_4144.html,1643,0,0,0,1,0,0,5,3,0,0,1,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_12451.html,1494,0,0,4,1,0,1,3,4,1,0,0,0,1,0,1,0,,0,0,0,0,0,form-focused
html,html_11277.html,2334,1,0,0,0,0,1,3,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_503.html,1149,1,0,0,1,0,0,3,1,0,0,0,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_4148.html,1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_10679.html,2057,1,0,0,0,0,0,6,5,0,0,0,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_339.html,1790,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,,0,0,0,0,0,form-focused
html,html_8464.html,1492,0,0,3,0,0,0,0,4,0,0,0,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_687.html,1607,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_13007.html,1374,0,0,0,1,0,0,3,1,0,0,0,0,1,0,0,0,,0,0,0,0,0,form-focused
html,html_178.html,1019,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_5482.html,1584,0,0,1,1,0,1,0,3,0,0,0,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_7466.html,1904,0,0,0,0,0,3,0,4,0,0,0,0,0,0,1,0,,0,0,0,0,0,image-rich-gallery
html,html_6426.html,819,1,0,2,0,0,0,0,3,0,0,0,0,0,1,0,0,,0,0,0,0,0,card-heavy-modern
html,html_3743.html,1903,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_14446.html,743,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_12010.html,1293,0,0,1,1,0,1,4,1,0,0,0,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_452.html,1742,0,0,0,1,0,0,3,1,0,0,0,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_8275.html,1601,0,0,1,0,0,3,1,3,1,0,0,0,0,0,1,0,,0,0,0,0,0,image-rich-gallery
html,html_2350.html,1717,1,0,1,1,0,1,6,2,0,0,1,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_8783.html,1444,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_9525.html,1059,0,0,0,1,0,1,0,3,0,0,0,0,0,1,0,0,,0,0,0,0,0,card-heavy-modern
html,html_3824.html,2563,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,,0,0,0,0,0,card-heavy-modern
html,html_14360.html,1695,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_12088.html,1440,0,0,4,1,0,1,5,7,0,0,0,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_4353.html,1825,0,0,3,1,0,0,5,2,1,0,0,0,1,0,0,0,,0,0,0,0,0,form-focused
html,html_11529.html,2131,0,0,3,1,0,0,4,7,0,0,1,0,1,0,0,0,,0,0,0,0,0,form-focused
html,html_1691.html,1009,0,0,3,1,0,0,1,4,0,0,1,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_3365.html,724,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_9381.html,1813,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_4000.html,2807,1,0,0,1,1,3,4,1,0,0,0,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_7926.html,1444,0,0,0,1,0,1,4,1,0,0,0,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_6334.html,1542,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_7622.html,2829,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_368.html,1075,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_1401.html,1520,0,0,0,1,0,0,4,1,0,0,0,0,1,0,0,0,,0,0,0,0,0,form-focused
html,html_11697.html,1655,3,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_10443.html,1412,1,0,0,1,0,1,4,1,0,0,0,0,1,0,0,0,,0,0,0,0,0,form-focused
html,html_3584.html,1537,0,0,3,0,0,1,0,3,1,0,0,0,0,1,0,0,,0,0,0,0,0,card-heavy-modern
html,html_4508.html,1260,0,0,3,0,0,0,0,4,0,0,1,0,1,0,1,0,,0,0,0,0,0,form-focused
html,html_425.html,1571,0,0,0,1,0,1,4,1,1,0,0,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_3102.html,2566,0,0,2,1,0,4,8,3,1,0,0,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_8057.html,1382,1,0,0,1,0,1,4,1,0,0,0,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_10430.html,1359,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_3696.html,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_13520.html,1146,0,0,4,1,0,1,3,4,1,0,0,0,0,0,1,1,#fea,0,0,0,0,0,image-rich-gallery
html,html_6757.html,873,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,,0,0,0,0,0,image-rich-gallery
html,html_8359.html,1614,1,0,2,1,1,1,4,1,0,0,0,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_8799.html,918,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_3865.html,984,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_2294.html,1591,1,0,0,1,0,0,3,4,0,0,1,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_14088.html,2596,2,0,0,0,1,1,0,4,0,0,0,0,0,0,1,0,,0,0,0,0,0,form-focused
html,html_2730.html,948,1,0,0,1,0,0,4,1,0,0,0,0,1,0,0,0,,0,0,0,0,0,form-focused
html,html_4338.html,1364,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_4647.html,1705,0,0,0,0,0,5,0,2,0,0,0,0,0,1,0,0,,0,0,0,0,0,card-heavy-modern
html,html_9132.html,1979,0,0,0,1,0,1,3,1,0,0,0,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_116.html,3315,1,0,0,1,0,1,3,1,0,0,0,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_3414.html,1940,0,0,4,1,0,0,5,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_10237.html,1441,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,,0,0,0,0,0,card-heavy-modern
html,html_13098.html,1319,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,,0,0,0,0,0,card-heavy-modern
html,html_6443.html,891,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_3221.html,1304,0,0,1,1,0,1,1,2,0,0,0,0,0,1,0,0,,0,0,0,0,0,card-heavy-modern
html,html_561.html,2037,0,0,3,1,0,0,3,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_14256.html,1922,0,0,0,1,0,1,3,1,0,0,0,0,1,0,0,0,,0,0,0,0,0,form-focused
html,html_8566.html,1221,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_4626.html,1834,0,0,2,0,0,2,2,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_8168.html,2564,0,0,0,1,0,0,4,1,0,0,0,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_10789.html,1774,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_4878.html,2066,0,0,0,1,0,0,5,1,0,0,0,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_8987.html,2405,1,0,0,1,0,0,6,1,0,0,0,0,1,0,0,0,,0,0,0,0,0,form-focused
html,html_11188.html,1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_4315.html,1726,0,0,0,1,0,0,4,2,0,0,0,0,1,0,0,0,,0,0,0,0,0,form-focused
html,html_1972.html,1064,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_12204.html,936,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_8567.html,1095,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_7411.html,1369,0,0,0,1,0,1,4,2,0,0,0,0,1,0,0,0,,0,0,0,0,0,form-focused
html,html_3636.html,1877,0,0,0,1,0,0,4,4,0,0,0,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_264.html,1533,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_4484.html,2419,1,0,0,1,0,1,3,2,0,0,0,0,1,0,1,0,,0,0,0,0,0,form-focused
html,html_6720.html,1885,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,card-heavy-modern
html,html_10942.html,1415,0,0,0,1,0,1,4,1,0,0,0,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_1926.html,1777,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,,0,0,0,0,0,card-heavy-modern
html,html_5038.html,1503,1,0,0,1,0,1,4,1,0,0,0,0,1,0,0,0,,0,0,0,0,0,form-focused
html,html_4725.html,1689,1,0,2,1,0,0,4,3,0,0,0,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_9397.html,1465,2,0,0,1,0,1,3,1,0,0,0,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_8303.html,1388,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,,0,0,0,0,0,form-focused
html,html_4714.html,2686,0,0,2,1,0,0,7,5,0,0,0,0,1,1,1,0,,0,0,0,0,0,form-focused
html,html_1363.html,1775,0,0,1,1,0,0,4,1,0,0,0,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_2899.html,1227,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,,0,0,0,0,0,card-heavy-modern
html,html_13884.html,2345,0,0,0,0,0,1,3,4,0,0,0,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_1049.html,1598,0,0,0,1,0,0,4,1,0,0,0,0,1,0,0,0,,0,0,0,0,0,form-focused
html,html_5337.html,2600,0,0,0,1,0,0,4,5,0,0,0,1,0,1,0,0,,0,0,0,0,0,card-heavy-modern
html,html_11470.html,930,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_9847.html,1195,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_4213.html,1327,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,,0,0,0,0,0,card-heavy-modern
html,html_2139.html,1448,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_106.html,1745,0,0,1,1,0,0,7,4,0,0,0,0,1,0,0,0,,0,0,0,0,0,form-focused
html,html_63.html,1585,0,0,0,0,0,2,0,5,0,0,0,0,1,1,1,0,,0,0,0,0,0,form-focused
html,html_5410.html,1740,1,0,1,0,1,1,3,2,0,0,0,0,0,1,0,0,,0,0,0,0,0,form-focused
html,html_13972.html,2470,0,0,0,1,0,0,9,1,0,0,0,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_9751.html,587,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,0,0,0,0,0,card-heavy-modern
html,html_992.html,1774,1,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,,0,0,0,0,0,form-focused
html,html_1924.html,876,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,0,0,0,0,0,form-focused
html,html_8086.html,1527,0,0,0,1,0,0,4,1,0,0,0,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_9278.html,1389,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,0,0,0,0,0,card-heavy-modern
html,html_3659.html,2536,1,0,0,2,0,2,8,1,0,0,0,0,0,1,0,0,,0,0,0,0,0,card-heavy-modern
html,html_13382.html,1566,0,0,0,0,0,1,5,1,0,0,0,0,1,0,0,0,,0,0,0,0,0,form-focused
html,html_3658.html,1276,0,0,0,1,0,0,6,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_14160.html,1449,0,0,0,1,0,1,7,2,0,0,0,1,1,1,0,0,,0,0,0,0,0,form-focused
html,html_1389.html,1435,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_2282.html,1447,0,0,3,0,0,0,0,4,0,0,0,0,1,0,0,0,,0,0,0,0,0,form-focused
html,html_11833.html,1117,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_14776.html,1731,0,0,1,1,0,1,4,6,0,0,1,0,0,1,0,0,,0,0,0,0,0,card-heavy-modern
html,html_7991.html,1651,0,0,0,0,0,0,0,6,0,0,0,0,1,0,1,0,,0,0,0,0,0,form-focused
html,html_13571.html,1758,1,0,0,1,0,0,5,1,0,0,0,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_8017.html,2386,1,0,1,0,0,1,2,1,0,0,0,0,0,1,0,0,,0,0,0,0,0,card-heavy-modern
html,html_11084.html,1677,0,0,4,1,0,1,4,4,0,0,1,0,0,0,0,1,#fac,0,0,0,0,0,card-heavy-modern
html,html_11723.html,1616,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_4944.html,1895,0,0,1,1,0,1,4,3,0,0,1,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_13643.html,1137,1,0,2,0,0,1,0,2,0,0,0,0,0,1,0,0,,0,0,0,0,0,card-heavy-modern
html,html_1619.html,1561,0,0,0,0,0,2,0,3,0,1,0,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_7915.html,1671,0,0,3,1,0,0,5,4,0,0,0,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_1194.html,2050,1,0,2,1,0,1,5,3,0,0,0,0,1,0,0,0,,0,0,0,0,0,form-focused
html,html_2100.html,1375,1,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,,0,0,0,0,0,form-focused
html,html_13373.html,1681,0,0,1,0,0,1,2,3,0,0,0,0,1,0,0,0,,0,0,0,0,0,form-focused
html,html_2436.html,2370,1,0,0,1,0,0,3,4,0,0,0,1,1,1,0,0,,0,0,0,0,0,form-focused
html,html_1602.html,1195,1,0,1,0,0,0,0,5,0,0,1,0,1,0,0,0,,0,0,0,0,0,form-focused
html,html_1720.html,1287,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_12278.html,1541,0,0,0,0,0,1,0,3,0,0,0,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_10867.html,1440,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,,0,0,0,0,0,form-focused
html,html_10736.html,1073,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_5753.html,1053,0,0,3,1,0,2,3,2,1,0,0,0,1,0,0,0,,0,0,0,0,0,form-focused
html,html_107.html,2150,1,0,0,1,0,0,3,2,1,0,0,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_11067.html,2215,1,0,0,1,0,0,3,1,0,0,0,0,1,0,0,0,,0,0,0,0,0,form-focused
html,html_13104.html,1784,0,0,0,1,0,1,4,1,0,0,0,0,1,0,1,0,,0,0,0,0,0,form-focused
html,html_6476.html,1807,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,,0,0,0,0,0,card-heavy-modern
html,html_10851.html,2425,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,,0,0,0,0,0,form-focused
html,html_4374.html,1783,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,,0,0,0,0,0,card-heavy-modern
html,html_7123.html,1302,0,0,0,1,0,0,5,2,0,0,0,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_335.html,2787,0,0,0,1,0,1,3,3,1,0,0,0,0,1,0,0,,0,0,0,0,0,card-heavy-modern
html,html_835.html,1370,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,form-focused
html,html_3497.html,1669,0,0,0,1,0,1,4,2,0,0,0,0,1,0,1,0,,0,0,0,0,0,form-focused
html,html_5936.html,2200,0,0,0,1,0,0,3,0,0,0,0,0,1,0,1,0,,0,0,0,0,0,form-focused
html,html_8378.html,1116,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,,0,0,0,0,0,form-focused
html,html_1203.html,1590,0,0,1,1,0,3,4,3,1,0,0,0,1,0,0,0,,0,0,0,0,0,form-focused
html,html_1724.html,1983,0,0,3,1,0,1,6,3,0,0,1,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_14039.html,1798,0,0,3,1,0,0,4,3,0,0,0,0,0,0,1,0,,0,0,0,0,0,card-heavy-modern
html,html_7055.html,1676,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,,0,0,0,0,0,card-heavy-modern
html,html_14573.html,1302,0,0,0,1,0,3,3,0,0,0,1,0,1,0,0,0,,0,0,0,0,0,form-focused
html,html_14974.html,2001,1,0,0,1,0,0,3,1,0,0,0,0,1,0,0,0,,0,0,0,0,0,form-focused
html,html_685.html,4503,0,0,2,0,0,4,6,1,1,0,0,0,0,0,1,0,,0,0,0,0,0,image-rich-gallery
html,html_4492.html,1823,1,0,0,1,1,0,4,5,0,0,0,0,0,0,0,0,,0,0,0,0,0,form-focused
html,html_2106.html,2372,0,0,0,1,0,0,3,1,0,0,0,1,1,1,0,0,,0,0,0,0,0,form-focused
html,html_9417.html,2858,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_6330.html,1792,0,2,4,1,0,1,5,4,0,1,1,0,0,0,0,0,,0,0,0,0,0,card-heavy-modern
html,html_5177.html,1910,0,0,0,1,0,1,4,1,0,0,0,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_2509.html,1251,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,0,0,0,0,0,card-heavy-modern
html,html_1731.html,2791,2,0,3,0,1,1,6,6,0,0,0,0,1,1,0,0,,0,0,0,0,0,form-focused
html,html_5033.html,1731,0,0,0,1,0,0,5,2,0,0,0,0,1,0,0,0,,0,0,0,0,0,form-focused
